kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
9480;1600-1605;;CHN;China National Radio 11;TB;CHN;as;1;;
9480;2155-2400;;CHN;China National Radio 11;TB;CHN;as;1;;
9480;1800-2000;;CHN;China Radio Int.;F;SEu;/ALB-c;0;;
9480;1650-1850;;IRN;IRIB Voice of I.R.Iran;R;CAs;a;0;;
9480;0400-0500;;MDG;MWV African Pathways R.;E;Af;m;0;;
9485;0900-1000;Su;D;Hamburger Lokalradio;D;CEu;g;2;;
9485;1000-1100;Su;D;Hamburger Lokalradio;E;CEu;g;2;;
9485;1100-1200;Su;D;Hamburger Lokalradio;S;CEu;g;2;;
9485;0900-1000;1.Su;D;MV Baltic Radio;D;Eu;g;1;;
9485;0600-0700;4.Su;D;Radio Gloria;D;Eu;/D-g;6;2703;2005
9485;0800-0900;4.Su;D;Radio Gloria;D;Eu;/D-g;6;2703;2005
9485;0800-0900;3.Su;G;European Music Radio;E;Eu;/D-g;2;;
9485;0900-1100;3.Fr;G;R.Geronimo Shortwave;E;Eu;/D-g;2;;
9485;0820-0830;We;RUS;S06 Russian Spy Numbers;R;FE;xx;1;0105;3108[0716]
9490;1030-1130;;CHN;China Radio Int.;KH;SEA;k;0;;
9490;1300-1400;;CHN;China Radio Int.;BE;SAs;k;0;;
9490;1400-1500;;CHN;China Radio Int.;BE;SAs;k;0;;
9490;1500-1600;;CHN;China Radio Int.;BE;SAs;k;0;;
9490;2200-2300;;CHN;China Radio Int.;S;SAm;b;0;;
9490;2330-0030;;CHN;China Radio Int.;SI;CLN;k;0;;
9490;0200-0700;;CHN;PBS Xizang;TB;CHN;t;1;;
9490;0700-0800;We-Mo;CHN;PBS Xizang;E;CHN;t;1;;
9490;0800-1000;We-Mo;CHN;PBS Xizang;TB;CHN;t;1;;
9490;0100-0500;;CLA;Radio Republica;S;CUB;/F;1;;
9490;1800-1900;;EGY;Radio Cairo;I;Eu;a;0;;
9490;1600-1630;;G;BBC;HI;SAs;/OMA-a;0;;
9490;1700-1800;;USA;Radio Liberty;R;Cau;/D-b;6;2703;2506
9490;1200-1300;;USA;Voice of America;K;FE;/MRA-t;0;;
9490;1900-2030;;USA;Voice of America;F;Af;/KWT;0;;
9490;2030-2100;Su;USA;Voice of America;F;WAf;/STP;0;;
9490;2030-2100;Mo-Fr;USA;Voice of America;HA;WAf;/STP;0;;
9490;2030-2100;Sa;USA;Voice of America;HA;WAf;/STP;0;;
9490;2100-2130;Mo-Fr;USA;Voice of America;F;WAf;/KWT;0;;
9490;2130-2200;Mo-Fr;USA;Voice of America;BM;WAf;/ASC;0;;
9500;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;s;1;;
9500;0900-1805;;CHN;China National Radio 1;M;CHN;s;1;;
9500;2023-0600;;CHN;China National Radio 1;M;CHN;s;1;;
9500;0000-0200;;OMA;Radio Sultanate Oman;A;Eu;t;1;;
9500;1430-1500;;PHL;FEBC Manila;HI;SAs;/UZB;6;2703;3006
9500;1430-1500;We-Su;PHL;FEBC Manila;HI;SAs;/UZB;6;0107;3010
9500;1500-1530;;ROU;Radio Romania Int.;R;EEu;t;0;;
9500;1600-1700;;ROU;Radio Romania Int.;F;SEu;s;0;;
9500;1700-1800;;ROU;Radio Romania Int.;RO;SEu;g;0;;
9500;1800-1900;;ROU;Radio Romania Int.;RO;SEu;g;0;;
9500;1900-2000;;ROU;Radio Romania Int.;RO;SEu;g;0;;
9500;1802-1847;Mo-Sa;SWZ;Trans World Radio;E;EAf;;1;;
9500;1802-1847;Su;SWZ;Trans World Radio;SWA;EAf;;1;;
9500;1847-1902;Fr-Sa;SWZ;Trans World Radio;E;EAf;;1;;
9500;1847-1902;Su-Th;SWZ;Trans World Radio;JU;EAf;;1;;
9500;2000-2100;;USA;Brother Stair;E;Eu;/BUL-s;6;2703;2104
9505;0800-2350;;B;Rádio Record;P;SAm;sr;3;;
9505;0200-0400;;CHN;Voice of Strait;M;FE;gu;1;;
9505;0400-0945;Th-Tu;CHN;Voice of Strait;M;FE;gu;1;;
9505;0530-0600;Su;CHN;Voice of Strait;E;FE;gu;1;;
9505;0600-0630;;SDN;Voice of Africa;TIG;EAf;a;1;;[1214]
9505;0630-0700;;SDN;Voice of Africa;AH;EAf;a;1;;[0115]
9505;0700-0800;;SDN;Voice of Africa;SWA;EAf;a;1;;[1214]
9505;0800-0900;;SDN;Voice of Africa;E;EAf;a;1;;[1214]
9505;1630-1730;;SDN;Voice of Africa;E;CAf;a;8;;[1015]
9505;1730-1830;;SDN;Voice of Africa;F;CAf;a;8;;[1015]
9505;1830-1930;;SDN;Voice of Africa;HA;CAf;a;8;;[0216]
9505;0330-0400;;USA;Adventist World Radio;FS;IRN;/AUT;0;;
9510;0510-1030;;CHN;PBS Xinjiang;MO;CHN;uc;1;;
9510;1400-1430;;G;BBC;HI;SAs;/THA-n;0;;
9510;1500-1600;;G;BBC;UR;SAs;/THA-n;0;;
9510;0800-0900;Sa;I;IRRS Milano;D;Eu;/BUL-s;2;;
9510;0930-1200;Su;I;IRRS Milano;E;Eu;/BUL-s;2;;
9510;0000-0015;Mo-Tu;IND;Athmeeyayathra (GFA);BOR;SAs;/D-n;0;;
9510;0000-0015;We-Th;IND;Athmeeyayathra (GFA);KUR;SAs;/D-n;0;;
9510;0000-0015;Fr-Su;IND;Athmeeyayathra (GFA);MIS;SAs;/D-n;0;;
9510;0015-0030;SaSu;IND;Athmeeyayathra (GFA);ASS;SAs;/D-n;0;;
9510;0015-0030;Mo-Tu;IND;Athmeeyayathra (GFA);CKM;SAs;/D-n;0;;
9510;0015-0030;Fr;IND;Athmeeyayathra (GFA);HO;SAs;/D-n;0;;
9510;0015-0030;We-Th;IND;Athmeeyayathra (GFA);SNT;SAs;/D-n;0;;
9510;2330-2345;Su;IND;Athmeeyayathra (GFA);BNT;SAs;/D-n;0;;
9510;2330-2345;Tu-We;IND;Athmeeyayathra (GFA);GNG;SAs;/D-n;0;;
9510;2330-2345;Fr-Sa;IND;Athmeeyayathra (GFA);LBO;SAs;/D-n;0;;
9510;2330-2345;Mo;IND;Athmeeyayathra (GFA);LNG;SAs;/D-n;0;;
9510;2330-2345;Th;IND;Athmeeyayathra (GFA);SHP;SAs;/D-n;0;;
9510;2345-2400;Tu-Th;IND;Athmeeyayathra (GFA);BR;SEA;/D-n;0;;
9510;2345-2400;Su-Mo;IND;Athmeeyayathra (GFA);CH;SEA;/D-n;0;;
9510;2345-2400;Fr-Sa;IND;Athmeeyayathra (GFA);KRB;SAs;/D-n;0;;
9515;0800-2351;;B;Rádio Marumby;P;SAm;ca;3;;[0716]
9515;1900-1930;;CHN;China Radio Int.;CZ;WEu;s;0;;
9515;0900-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9515;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9515;0040-0100;;CVA;Radio Vaticana;HI;SAs;;6;0409;3010
9515;0100-0120;;CVA;Radio Vaticana;TAM;SAs;;6;0409;2910
9515;0120-0140;;CVA;Radio Vaticana;MAL;SAs;;6;0409;2910
9515;0140-0200;;CVA;Radio Vaticana;E;SAs;;6;0409;2910
9515;2030-2045;;G;Bible Voice;A;NAf;/D-n;0;;
9515;1600-1700;;KOR;KBS World Radio;E;Eu;k;1;;
9515;1700-1900;;KOR;KBS World Radio;K;Eu;k;1;;
9515;0300-0400;;TUR;Voice of Turkey;E;NAm;e;0;;
9515;1930-2000;Su;USA;PanAmerican Broadcasting;E;NAf;/D-n;0;;
9515;0500-0558;Mo-Sa;USA;R.Niger Delta V.o.Peace;E;NIG;/F;6;0107;3107
9520;0600-0850;We-Mo;CHN;PBS Nei Menggu;M;CHN;hh;1;;[1214]
9520;0850-1605;;CHN;PBS Nei Menggu;M;CHN;hh;1;;[1215]
9520;2150-0600;;CHN;PBS Nei Menggu;M;CHN;hh;1;;[0116]
9520;1330-1400;;PHL;Radio Veritas Asia;C-Z;SAs;p;0;;
9520;1400-1430;;PHL;Radio Veritas Asia;HI;SAs;p;0;;
9520;1400-1430;;ROU;Radio Romania Int.;I;SEu;s;0;;
9520;0400-0420;;USA;Radio Liberty;AV;Cau;/D-b;6;2703;3105
9520;0400-0420;;USA;Radio Liberty;CHE;Cau;/D-b;6;0106;3009
9520;0420-0440;;USA;Radio Liberty;CHE;Cau;/D-b;6;2703;3105
9520;0440-0500;;USA;Radio Liberty;AD;Cau;/D-b;6;2703;3105
9522;0500-0530;;TWN;Star-Star Bc.Station;M;CHN;;1;;[1215]
9522;0600-0630;;TWN;Star-Star Bc.Station;M;CHN;;1;;
9522;1200-1240;;TWN;Star-Star Bc.Station;M;CHN;;1;;[0316]
9522;1300-1330;;TWN;Star-Star Bc.Station;M;CHN;;1;;
9525;1900-2000;;CHN;China Radio Int.;R;CAs;b;0;;
9525;2000-2100;;CHN;China Radio Int.;R;CAs;b;0;;
9525;1000-1100;;INS;Voice of Indonesia;E;Oc;j;6;2703;2004
9525;1100-1200;;INS;Voice of Indonesia;M;FE;j;6;2703;2004
9525;1200-1300;;INS;Voice of Indonesia;J;FE;j;6;2703;2004
9525;1300-1400;;INS;Voice of Indonesia;E;FE;j;6;2703;2004[0416]
9525;1400-1500;;INS;Voice of Indonesia;IN;FE;j;6;2703;2004
9525;1500-1600;irr;INS;Voice of Indonesia;M;FE;j;6;2703;2004
9525;1600-1700;;INS;Voice of Indonesia;A;ME;j;6;2703;2004
9525;1700-1800;;INS;Voice of Indonesia;S;Eu;j;6;2703;2004[1215]
9525;1800-1900;;INS;Voice of Indonesia;D;Eu;j;6;2703;2004[0216]
9525;1900-2000;;INS;Voice of Indonesia;E;Eu;j;6;2703;2004[0316]
9525;2000-2100;;INS;Voice of Indonesia;F;Eu;j;6;2703;2004[0416]
9525;2100-2200;irr;INS;Voice of Indonesia;J;Eu;j;6;2703;2004
9525.9;1000-1100;;INS;Voice of Indonesia;E;Oc;j;1;2104;[0716]
9525.9;1100-1200;;INS;Voice of Indonesia;M;FE;j;1;2104;
9525.9;1200-1300;;INS;Voice of Indonesia;J;FE;j;1;2104;[0716]
9525.9;1300-1400;;INS;Voice of Indonesia;E;FE;j;1;2104;[0416]
9525.9;1400-1500;;INS;Voice of Indonesia;IN;FE;j;1;2104;
9525.9;1500-1600;irr;INS;Voice of Indonesia;M;FE;j;1;2104;
9525.9;1600-1700;;INS;Voice of Indonesia;A;ME;j;1;2104;[0716]
9525.9;1700-1800;;INS;Voice of Indonesia;S;Eu;j;1;2104;
9525.9;1800-1900;;INS;Voice of Indonesia;D;Eu;j;1;2104;
9525.9;1900-2000;;INS;Voice of Indonesia;E;Eu;j;1;2104;
9525.9;2000-2100;;INS;Voice of Indonesia;F;Eu;j;1;2104;
9525.9;2100-2200;irr;INS;Voice of Indonesia;J;Eu;j;1;2204;
9530;1000-1959;;B;Rádio Transmundial;P;SAm;sm;3;;[0315]
9530;1959-2100;;B;Rádio Transmundial;P;SAm;sm;3;;
9530;0000-0200;;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0200-0300;;CHN;China National Radio 11;AMD;CHN;as;1;;
9530;0300-0400;;CHN;China National Radio 11;KHA;CHN;as;1;;
9530;0400-0600;;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0600-0900;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0900-1030;;CHN;China National Radio 11;TB;CHN;as;4;;
9530;0900-1100;;CHN;China National Radio 11;TB;CHN;as;5;;
9530;1100-1300;;CHN;China National Radio 11;TB;CHN;as;5;;
9530;1530-1630;;TUR;Voice of Turkey;AZ;Cau;e;0;;
9530;0300-0330;;USA;Adventist World Radio;TIG;EAf;/D-n;0;;
9535;0500-0509;;ALG;Radio Algerienne;F;CAf;/F;0;;
9535;0509-0551;;ALG;Radio Algerienne;A;CAf;/F;0;;
9535;0551-0555;;ALG;Radio Algerienne;F;CAf;/F;0;;
9535;0555-0600;;ALG;Radio Algerienne;A;CAf;/F;0;;
9535;0600-0700;;ALG;Radio Algerienne;A;WAf;/F;0;;
9535;0100-0200;;CHN;China Radio Int.;E;SAs;ka;0;;
9535;1330-1430;;CHN;China Radio Int.;IN;INS;k;0;;
9535;1900-2000;;CHN;China Radio Int.;P;SAf;a;0;;
9535;2200-2300;;CHN;China Radio Int.;J;FE;x;0;;
9535;0000-0100;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;0100-0200;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;0200-0400;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;0400-0500;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;1100-1300;;CUB;Radio Habana Cuba;S;CAm;be;5;1004;
9535;1300-1400;;CUB;Radio Habana Cuba;S;CAm;be;5;1004;
9535;1400-1500;;CUB;Radio Habana Cuba;S;CAm;be;5;1004;
9535;2100-2300;;CUB;Radio Habana Cuba;S;CAm;be;2;;
9535;2300-2400;;CUB;Radio Habana Cuba;S;CAm;be;5;;
9535;2300-2400;;MDG;Madagaskar World Voice;M;CHN;m;0;;
9540;1100-1200;;CHN;China Radio Int.;CA;Oc;b;0;;
9540;1200-1400;;CHN;China Radio Int.;M;Tib;k;0;;
9540;1630-1700;;G;BBC;BE;SAs;/SNG;0;;
9540;1720-1820;;IRN;IRIB Voice of I.R.Iran;SWA;EAf;s;8;;
9540;1530-1600;;J;NHK Radio Japan;M;FE;y;0;;
9540;0200-0300;;OMA;Radio Sultanate Oman;A;EAf;t;1;;[0716]
9540;0300-0400;;OMA;Radio Sultanate Oman;E;EAf;t;1;;[0716]
9540;0700-0800;Su;ROU;Radio Romania Int.;RO;ME;t;0;;
9540;1700-1800;;ROU;Radio Romania Int.;E;WEu;t;0;;
9540;1800-1900;;ROU;Radio Romania Int.;D;WEu;t;0;;
9540;0940-0950;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[0216]
9540;1400-1500;;TUR;Voice of Turkey;A;ME;e;0;;
9540;2000-2200;;USA;Radio Liberty;R;EEu;/D-L;6;2703;2506
9545;1000-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;2307;2507
9545;0500-0600;;SLM;Solomon Islands B.C.;E;SLM;;6;1006;1006
9545;0500-0759;;SLM;Solomon Islands B.C.;E;SLM;;6;2504;2604
9545;0500-1200;;SLM;Solomon Islands B.C.;E;SLM;;6;0105;0105
9545;0500-1200;;SLM;Solomon Islands B.C.;E;SLM;;6;0206;0206
9545;0500-1200;;SLM;Solomon Islands B.C.;E;SLM;;6;1106;1106
9545;0500-1200;;SLM;Solomon Islands B.C.;E;SLM;;6;0908;0908
9545;0800-0830;;SLM;Solomon Islands B.C.;SLM;SLM;;6;0105;0105
9545;2200-0500;;SLM;Solomon Islands B.C.;E;SLM;;1;;[0716]
9545;1000-1400;;TWN;Radio Taiwan Int.;M;FE;s;6;2007;2407
9550;1000-0001;;B;R.Boa Vontade, P.Alegre;P;B;e;3;;[0416]
9550;0000-0100;;CHN;China Radio Int.;HK;INS;k;0;;
9550;0100-0200;;CHN;China Radio Int.;AM;SEA;k;0;;
9550;1100-1200;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1200-1300;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1300-1400;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1400-1500;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1500-1600;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1600-1700;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;0100-0200;;CUB;Radio Habana Cuba;S;;;6;1004;1004
9550;0900-1300;irr;EGY;Unknown Station;-MX;ME;;1;;[0816]
9550;0430-0445;Sa-Mo;G;Bible Voice;A;ME;/D-n;0;;
9550;0430-0450;Tu-Fr;G;Bible Voice;A;ME;/D-n;0;;
9550;0445-0515;Su;G;Bible Voice;E;ME;/D-n;0;;
9550;0020-0320;;IRN;IRIB Voice of I.R.Iran;S;SAm;s;0;;
9550;1500-1600;;VTN;Voice of Vietnam;VN;NAf;s;1;;
9550;1600-1630;;VTN;Voice of Vietnam;E;NAf;s;1;;
9550;1630-1700;;VTN;Voice of Vietnam;F;NAf;s;1;;
9550;2030-2100;;VTN;Voice of Vietnam;E;NAf;s;1;;
9550;2100-2130;;VTN;Voice of Vietnam;F;NAf;s;1;;
9555;1800-2300;;ARS;BSKSA 1;A;NAf;;1;;
9555;1600-1800;;CHN;China Radio Int.;A;EGY;/ALB-c;0;;
9555;1600-1700;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9555;2300-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9555;1600-1700;;USA;Radio Free Asia;UI;FE;/UAE;0;;
9555;2300-2400;;USA;Radio Free Asia;TB;FE;/UAE;0;;
9560;0730-0800;;CHN;China National Radio 13;UI;CHN;uc;1;;
9560;0000-0100;;CHN;China Radio Int.;P;SAm;b;0;;
9560;0100-0200;;CHN;China Radio Int.;M;SAs;ka;0;;
9560;1500-1600;;CHN;China Radio Int.;M;SAs;ka;0;;
9560;1800-1900;;CHN;China Radio Int.;R;CAs;b;0;;
9560;1900-1930;;CHN;China Radio Int.;HU;Eu;u;0;;
9560;2300-2400;;CHN;China Radio Int.;P;SAm;b;0;;
9560;0245-1135;;CHN;PBS Xinjiang;UI;CHN;uc;1;;
9560;1135-1200;;CHN;PBS Xinjiang;UI;CHN;uc;1;;
9560;1430-1500;;CLA;Furusato no Kaze;J;KRE;/TWN-s;1;0104;
9560;0040-0100;;CVA;Radio Vaticana;HI;SAs;;4;;
9560;0100-0120;;CVA;Radio Vaticana;TAM;SAs;;4;;
9560;0120-0140;;CVA;Radio Vaticana;MAL;SAs;;4;;
9560;0140-0200;;CVA;Radio Vaticana;E;SAs;;4;;
9560;1228-1300;;CVA;Radio Vaticana;M;FE;/PHL-t;0;;
9560;1300-1315;Sa;CVA;Radio Vaticana;M;FE;/PHL-t;0;;
9560;1315-1400;;CVA;Radio Vaticana;VN;SEA;/PHL-t;0;;
9560;0730-0800;;D;DP07 Wetterdienst;D;CEu;k;2;;
9560;1200-1230;;D;DP07 Wetterdienst;D;CEu;k;2;;
9560;0800-0900;Su;E;Radio MiAmigo;E;CEu;/D-k;2;;
9560;0800-1100;Sa;E;Radio MiAmigo;D;CEu;/D-k;6;2703;3006
9560;0800-1200;Sa;E;Radio MiAmigo;E;CEu;/D-k;2;0107;
9560;0900-1000;Su;E;Radio MiAmigo;NL;CEu;/D-k;2;;
9560;1000-1100;Su;E;Radio MiAmigo;E;CEu;/D-k;2;;
9560;1100-1200;Sa;E;Radio MiAmigo;NL;CEu;/D-k;6;2703;3006
9560;1100-1200;Su;E;Radio MiAmigo;NL;CEu;/D-k;2;;
9560;0315-0400;;J;NHK Radio Japan;SWA;EAf;/MDG;0;;
9560;2130-2200;;J;NHK Radio Japan;IN;SEA;y;0;;
9560;2209-2230;;J;NHK Radio Japan;K;FE;y;0;;
9560;2230-2250;;J;NHK Radio Japan;M;FE;y;0;;
9560;1230-1257;;SVK;Radio Slovakia Int.;F;CEu;/D-k;2;;
9560;1300-1327;;SVK;Radio Slovakia Int.;E;CEu;/D-k;2;;
9565.1;0000-2400;;B;Super Rádio Deus é Amor;P;SAm;cu;1;;[0716]
9565;1500-1600;;CHN;China Radio Int.;TU;ME;/ALB-c;0;;
9565;1600-1700;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9565;2000-2030;;USA;Adventist World Radio;F;CAf;/D-n;0;;
9565;2000-2400;;USA;Radio Marti;S;CUB;g;0;;
9565;1600-1700;;USA;Voice of America;TB;FE;/THA-u;0;;
9566.5;0400-0430;246;CLA;Voice of Eritrea;TIG;ERI;/ETH-j;1;;
9566.5;1800-1830;246;CLA;Voice of Eritrea;TIG;ERI;/ETH-j;1;;
9566.5;0400-0500;135;CLA;V.o.Peace and Democracy;TIG;ERI;/ETH-j;1;;
9566.5;1800-1830;135;CLA;V.o.Peace and Democracy;TIG;ERI;/ETH-j;1;;
9566.5;1500-1530;1357;CLA;V.o.Democratic Alliance;A;EAf;/ETH-j;1;;
9566.5;1500-1530;246;CLA;V.o.Democratic Alliance;TIG;EAf;/ETH-j;1;;
9566.5;1530-1600;246;CLA;V.o.Democratic Alliance;AFA;EAf;/ETH-j;1;;
9566.5;1530-1600;135;CLA;V.o.Democratic Alliance;KUN;EAf;/ETH-j;1;;
9566.5;1530-1600;Su;CLA;V.o.Democratic Alliance;TIG;EAf;/ETH-j;1;;
9566.5;0700-0800;;ETH;Ethiopian Broadc.Corp.;SO;EAf;j;1;;
9566.5;1200-1300;;ETH;Ethiopian Broadc.Corp.;SO;EAf;j;1;;
9566.5;1300-1400;;ETH;Ethiopian Broadc.Corp.;AFA;EAf;j;1;;
9566.5;1400-1500;;ETH;Ethiopian Broadc.Corp.;A;EAf;j;1;;
9566.5;1600-1700;;ETH;Ethiopian Broadc.Corp.;E;EAf;j;1;;
9566.5;1700-1800;;ETH;Ethiopian Broadc.Corp.;F;EAf;j;1;;
9570;0000-0100;;CHN;China Radio Int.;E;ENA;/ALB-c;0;;
9570;0100-0200;;CHN;China Radio Int.;E;ENA;/ALB-c;0;;
9570;0200-0300;;CHN;China Radio Int.;M;ENA;/ALB-c;0;;
9570;0300-0400;;CHN;China Radio Int.;M;ENA;/ALB-c;0;;
9570;1200-1300;;CHN;China Radio Int.;CA;ENA;/CUB;0;;
9570;1300-1400;;CHN;China Radio Int.;E;ENA;/CUB;0;;
9570;1500-1530;;CHN;China Radio Int.;FS;IRN;u;0;;
9570;1530-1600;;CHN;China Radio Int.;PS;AFG;u;0;;
9570;1600-1700;;CHN;China Radio Int.;E;SAf;b;0;;
9570;1700-1800;;CHN;China Radio Int.;E;SAf;b;0;;
9570;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;q;5;;
9570;0300-0600;;CHN;CNR 2 China Business R.;M;CHN;q;4;;
9570;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;q;1;;
9570;0855-1000;;CHN;CNR 2 China Business R.;M;CHN;q;4;;
9570;0855-1100;;CHN;CNR 2 China Business R.;M;CHN;q;5;;
9570;0800-0900;;KOR;KBS World Radio;E;SEA;k;1;;
9570;0900-1100;;KOR;KBS World Radio;K;SEA;k;1;;
9570;1200-1300;;KOR;KBS World Radio;IN;SEA;k;1;;
9570;1300-1400;;KOR;KBS World Radio;E;SEA;k;1;;
9570;1400-1500;;KOR;KBS World Radio;IN;SEA;k;1;;
9570;1700-1800;;MDG;Madagaskar World Voice;R;RUS;m;6;1704;1704
9570;1800-1900;;MDG;Madagaskar World Voice;R;RUS;m;0;;
9575;1215-1330;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
9575;1215-1330;;IND;All India Radio GOS;TB;Tib;b;1;;
9575;0000-0004;Mo;MRC;Medi 1;A;NAf;n;4;;
9575;0000-0100;Tu-Su;MRC;Medi 1;A;NAf;n;4;;
9575;0000-0100;Mo-Tu;MRC;Medi 1;A;NAf;n;2;;
9575;0000-0100;We-Su;MRC;Medi 1;F;NAf;n;2;;
9575;0004-0100;Mo;MRC;Medi 1;F;NAf;n;4;;
9575;0100-0200;Su-Tu;MRC;Medi 1;A;NAf;n;2;;
9575;0100-0200;We-Sa;MRC;Medi 1;F;NAf;n;2;;
9575;0200-0428;;MRC;Medi 1;A;NAf;n;2;;
9575;0428-0458;;MRC;Medi 1;F;NAf;n;2;;
9575;0458-0510;Mo-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;0458-0513;SaSu;MRC;Medi 1;A;NAf;n;2;;
9575;0510-0550;Mo-Fr;MRC;Medi 1;F;NAf;n;2;;
9575;0513-0556;SaSu;MRC;Medi 1;F;NAf;n;2;;
9575;0550-0556;Mo-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;0556-0621;;MRC;Medi 1;A;NAf;n;2;;
9575;0621-0658;;MRC;Medi 1;F;NAf;n;2;;
9575;0658-0710;;MRC;Medi 1;A;NAf;n;2;;
9575;0710-0755;;MRC;Medi 1;F;NAf;n;2;;
9575;0755-0804;Mo-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;0800-0830;SaSu;MRC;Medi 1;A;NAf;n;2;;
9575;0804-0900;Mo-Fr;MRC;Medi 1;F;NAf;n;2;;
9575;0830-0833;SaSu;MRC;Medi 1;F;NAf;n;2;;
9575;0833-0900;SaSu;MRC;Medi 1;A;NAf;n;2;;
9575;0900-0903;Mo-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;0900-0930;SaSu;MRC;Medi 1;A;NAf;n;2;;
9575;0903-0934;Mo-Fr;MRC;Medi 1;F;NAf;n;2;;
9575;0934-1000;Mo-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;0930-1000;SaSu;MRC;Medi 1;F;NAf;n;2;;
9575;1000-1002;;MRC;Medi 1;F;NAf;n;2;;
9575;1002-1030;Mo-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;1002-1030;SaSu;MRC;Medi 1;F;NAf;n;2;;
9575;1030-1100;;MRC;Medi 1;F;NAf;n;2;;
9575;1100-1114;Mo-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;1100-1130;SaSu;MRC;Medi 1;A;NAf;n;2;;
9575;1114-1155;Mo-Fr;MRC;Medi 1;F;NAf;n;2;;
9575;1130-1159;SaSu;MRC;Medi 1;F;NAf;n;2;;
9575;1155-1159;Mo-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;1159-1200;;MRC;Medi 1;F;NAf;n;2;;
9575;1200-1233;Tu-Fr;MRC;Medi 1;A;NAf;n;2;;
9575;1200-1233;Sa-Mo;MRC;Medi 1;F;NAf;n;2;;
9575;1233-1300;;MRC;Medi 1;F;NAf;n;2;;
9575;1300-1303;;MRC;Medi 1;A;NAf;n;2;;
9575;1303-1330;Mo;MRC;Medi 1;A;NAf;n;2;;
9575;1303-1330;Tu-Su;MRC;Medi 1;F;NAf;n;2;;
9575;1330-1334;;MRC;Medi 1;F;NAf;n;2;;
9575;1334-1400;Mo;MRC;Medi 1;A;NAf;n;2;;
9575;1334-1400;Tu-Su;MRC;Medi 1;F;NAf;n;2;;
9575;1400-1403;;MRC;Medi 1;A;NAf;n;2;;
9575;1403-1430;SaSu;MRC;Medi 1;A;NAf;n;2;;
9575;1403-1435;Mo-Fr;MRC;Medi 1;F;NAf;n;2;;
9575;1430-1435;SaSu;MRC;Medi 1;F;NAf;n;2;;
9575;1435-1500;Sa-Th;MRC;Medi 1;A;NAf;n;2;;
9575;1435-1500;Fr;MRC;Medi 1;F;NAf;n;2;;
9575;1500-1503;;MRC;Medi 1;A;NAf;n;2;;
9575;1503-1600;;MRC;Medi 1;F;NAf;n;2;;
9575;1600-1603;Mo-Sa;MRC;Medi 1;A;NAf;n;2;;
9575;1600-1630;Su;MRC;Medi 1;A;NAf;n;2;;
9575;1603-1659;Mo-Sa;MRC;Medi 1;F;NAf;n;2;;
9575;1630-1634;Su;MRC;Medi 1;F;NAf;n;2;;
9575;1634-1659;Su;MRC;Medi 1;A;NAf;n;2;;
9575;1659-1713;;MRC;Medi 1;A;NAf;n;2;;
9575;1713-1758;;MRC;Medi 1;F;NAf;n;2;;
9575;1758-1828;;MRC;Medi 1;A;NAf;n;2;;
9575;1828-1850;;MRC;Medi 1;F;NAf;n;2;;
9575;1850-1855;Tu-Su;MRC;Medi 1;A;NAf;n;2;;
9575;1850-1855;Mo;MRC;Medi 1;F;NAf;n;2;;
9575;1855-1920;;MRC;Medi 1;A;NAf;n;2;;
9575;1920-1923;SaSu;MRC;Medi 1;F;NAf;n;2;;
9575;1920-1930;Mo-Fr;MRC;Medi 1;F;NAf;n;2;;
