"195","3C0","Annobon I.","AF","1.30N","5.36E","36","52","A","11-15-45","3C0","",""
"253","ZZ0S","St. Peter & St. Paul Rocks","SA","01.3N","30.00W","11","13","A","11-15-45","PY0S,PY0S,ZX0S,ZZ0S,ZV0S,ZW0S,ZY0S,PP0S,PQ0S,PR0S,PS0S,PT0S,PU0S,PV0S,PW0S,PX0S","",""
"253","ZV0S","St. Peter & St. Paul Rocks","SA","01.3N","30.00W","11","13","A","11-15-45","PY0S,PY0S,ZX0S,ZZ0S,ZV0S,ZW0S,ZY0S,PP0S,PQ0S,PR0S,PS0S,PT0S,PU0S,PV0S,PW0S,PX0S","",""
"253","PP0S","St. Peter & St. Paul Rocks","SA","01.3N","30.00W","11","13","A","11-15-45","PY0S,PY0S,ZX0S,ZZ0S,ZV0S,ZW0S,ZY0S,PP0S,PQ0S,PR0S,PS0S,PT0S,PU0S,PV0S,PW0S,PX0S","",""
"253","PY0/S","St. Peter & St. Paul Rocks","SA","01.3N","30.00W","11","13","A","11-15-45","PY0S,PY0S,ZX0S,ZZ0S,ZV0S,ZW0S,ZY0S,PP0S,PQ0S,PR0S,PS0S,PT0S,PU0S,PV0S,PW0S,PX0S","",""
"253","PY0/S","St. Peter & St. Paul Rocks","SA","01.3N","30.00W","11","13","A","11-15-45","PY0S,PY0S,ZX0S,ZZ0S,ZV0S,ZW0S,ZY0S,PP0S,PQ0S,PR0S,PS0S,PT0S,PU0S,PV0S,PW0S,PX0S","",""
"254","LX","Luxembourg","EU","49.00N","6.30E","14","27","A","11-15-45","LX","",""
"255","PJ8","St. Maarten Saba St. Eustatius","NA","18.00N","63.00W","8","11","A","11-15-45","PJ8,PJ7,PJ5,PJ0J,PJ1F,PJ6","",""
"255","PJ7","St. Maarten Saba St. Eustatius","NA","18.00N","63.00W","8","11","A","11-15-45","PJ8,PJ7,PJ5,PJ0J,PJ1F,PJ6","",""
"255","PJ5","St. Maarten Saba St. Eustatius","NA","18.00N","63.00W","8","11","A","11-15-45","PJ8,PJ7,PJ5,PJ0J,PJ1F,PJ6","",""
"255","PJ0J","St. Maarten Saba St. Eustatius","NA","18.00N","63.00W","8","11","A","11-15-45","PJ8,PJ7,PJ5,PJ0J,PJ1F,PJ6","",""
"255","PJ1J","St. Maarten Saba St. Eustatius","NA","18.00N","63.00W","8","11","A","11-15-45","PJ8,PJ7,PJ5,PJ0J,PJ1F,PJ6","",""
"255","PJ6","St. Maarten Saba St. Eustatius","NA","18.00N","63.00W","8","11","A","11-15-45","PJ8,PJ7,PJ5,PJ0J,PJ1F,PJ6","",""
"256","CT3","Madeira Is.","AF","33.00N","17.00W","33","36","A","11-15-45","CT3,CQ3,CT9,CR3,CQ9,CS3,CS9,XX3,CR9Y","",""
"256","CQ3","Madeira Is.","AF","33.00N","17.00W","33","36","A","11-15-45","CT3,CQ3,CT9,CR3,CQ9,CS3,CS9,XX3,CR9Y","",""
"256","CT9","Madeira Is.","AF","33.00N","17.00W","33","36","A","11-15-45","CT3,CQ3,CT9,CR3,CQ9,CS3,CS9,XX3,CR9Y","",""
"256","CR3","Madeira Is.","AF","33.00N","17.00W","33","36","A","11-15-45","CT3,CQ3,CT9,CR3,CQ9,CS3,CS9,XX3,CR9Y","",""
"256","CQ9","Madeira Is.","AF","33.00N","17.00W","33","36","A","11-15-45","CT3,CQ3,CT9,CR3,CQ9,CS3,CS9,XX3,CR9Y","",""
"256","CS3","Madeira Is.","AF","33.00N","17.00W","33","36","A","11-15-45","CT3,CQ3,CT9,CR3,CQ9,CS3,CS9,XX3,CR9Y","",""
"256","XX3","Madeira Is.","AF","33.00N","17.00W","33","36","A","11-15-45","CT3,CQ3,CT9,CR3,CQ9,CS3,CS9,XX3,CR9Y","",""
"256","CR9Y","Madeira Is.","AF","33.00N","17.00W","33","36","A","11-15-45","CT3,CQ3,CT9,CR3,CQ9,CS3,CS9,XX3,CR9Y","",""
"257","9H","Malta","EU","36.00N","14.24E","15","28","A","11-15-45","9H","",""
"258","PK4","Sumatra","OC","6.00S","107.00E","28","54","D","05-01-63","PK4","",""
"259","JW","Svalbard","EU","78.00N","16.00E","40","18","A","11-15-45","JW","",""
"260","3A","Monaco","EU","44.00N","7.30E","14","27","A","11-15-45","3A","",""
"261","KS4","Swan Is.","NA","14.00N","87.00W","7","11","D","09-01-72","KS4","",""
"262","EY","Tajikistan","AS","39.30N","67.00E","17","30","A","11-15-45","UJ,EY > 01-01-94,RJ,U8J,R8J,EK8J,EM8J,EN8J,EO8J,ER8J < 06-30-93,EX8J,EY8J,EZ8J,RK8J,UK8J,UK8R","",""
"262","UJ","Tajikistan","AS","39.30N","67.00E","17","30","A","11-15-45","UJ,EY > 01-01-94,RJ,U8J,R8J,EK8J,EM8J,EN8J,EO8J,ER8J < 06-30-93,EX8J,EY8J,EZ8J,RK8J,UK8J,UK8R","",""
"263","PA","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"263","PB","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"263","PC","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"263","PD","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"263","PE","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"263","PI","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"263","PF","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"263","PG","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"263","PH","Netherlands","EU","52.24N","4.54E","14","27","A","11-15-45","PA,PB,PC,PD,PE,PI,PF,PG,PH","",""
"264","CN2","Tangier","AF","33.00N","8.00W","33","37","D","07-01-60","CN2","",""
"265","GI","Northern Ireland","EU","54.36N","5.54W","14","27","A","11-15-45","GI,GN,MI,MN,2I","",""
"265","GN","Northern Ireland","EU","54.36N","5.54W","14","27","A","11-15-45","GI,GN,MI,MN,2I","",""
"265","MI","Northern Ireland","EU","54.36N","5.54W","14","27","A","11-15-45","GI,GN,MI,MN,2I","",""
"265","MN","Northern Ireland","EU","54.36N","5.54W","14","27","A","11-15-45","GI,GN,MI,MN,2I","",""
"265","2I","Northern Ireland","EU","54.36N","5.54W","14","27","A","11-15-45","GI,GN,MI,MN,2I","",""
"266","LA","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LB","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LG","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LE","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LF","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LH","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LC","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LD","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LI","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LJ","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LK","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LL","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LN","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"266","LM","Norway","EU","60.00N","10.42E","14","18","A","11-15-45","LA,LB,LG,LE,LF,LH,LC,LD,LI,LJ,LK,LL,LN,LM","",""
"267","P2/G","Terr. New Guinea","OC","5.12S","145.36E","28","51","D","09-16-75","P2/G,VK9/G","",""
"268","BA","Tibet","AS","29.48N","106.30E","23","41","D","05-31-74","AC4","",""
"269","SP","Poland","EU","50.00N","20.00E","15","28","A","11-15-45","SN,SQ,SP,3Z,SO,SR,HF","",""
"269","SN","Poland","EU","50.00N","20.00E","15","28","A","11-15-45","SN,SQ,SP,3Z,SO,SR,HF","",""
"269","SQ","Poland","EU","50.00N","20.00E","15","28","A","11-15-45","SN,SQ,SP,3Z,SO,SR,HF","",""
"269","SP","Poland","EU","50.00N","20.00E","15","28","A","11-15-45","SN,SQ,SP,3Z,SO,SR,HF","",""
"269","3Z","Poland","EU","50.00N","20.00E","15","28","A","11-15-45","SN,SQ,SP,3Z,SO,SR,HF","",""
"269","SO","Poland","EU","50.00N","20.00E","15","28","A","11-15-45","SN,SQ,SP,3Z,SO,SR,HF","",""
"269","HF","Poland","EU","50.00N","20.00E","15","28","A","11-15-45","SN,SQ,SP,3Z,SO,SR,HF","",""
"270","ZK3","Tokelau Is.","OC","8.24S","172.42W","31","62","A","11-15-45","ZK3","",""
"271","I1","Trieste","EU","45.70N","13.70E","15","28","D","04-01-57","I1","",""
"272","CT","Portugal","EU","38.42N","9.12W","14","37","A","11-15-45","CT,CR,CS,CQ,XX","",""
"272","CR","Portugal","EU","38.42N","9.12W","14","37","A","11-15-45","CT,CR,CS,CQ,XX","",""
"272","CS","Portugal","EU","38.42N","9.12W","14","37","A","11-15-45","CT,CR,CS,CQ,XX","",""
"272","CQ","Portugal","EU","38.42N","9.12W","14","37","A","11-15-45","CT,CR,CS,CQ,XX","",""
"272","XX","Portugal","EU","38.42N","9.12W","14","37","A","11-15-45","CT,CR,CS,CQ,XX","",""
"273","PY0T","Trindade & Martin Vaz Is.","SA","19.00N","29.00W","11","15","A","11-15-45","PY0T,ZX0T,ZZ0T,ZV0T,ZW0T,ZY0T,PP0T,PQ0T,PR0T,PS0T,PT0T,PU0T,PV0T,PW0T,PX0T,PY0FE,PY0YS,PY0ZAA","",""
"273","ZX0T","Trindade & Martin Vaz Is.","SA","19.00N","29.00W","11","15","A","11-15-45","PY0T,ZX0T,ZZ0T,ZV0T,ZW0T,ZY0T,PP0T,PQ0T,PR0T,PS0T,PT0T,PU0T,PV0T,PW0T,PX0T,PY0FE,PY0YS,PY0ZAA","",""
"273","ZV0T","Trindade & Martin Vaz Is.","SA","19.00N","29.00W","11","15","A","11-15-45","PY0T,ZX0T,ZZ0T,ZV0T,ZW0T,ZY0T,PP0T,PQ0T,PR0T,PS0T,PT0T,PU0T,PV0T,PW0T,PX0T,PY0FE,PY0YS,PY0ZAA","",""
"273","ZW0T","Trindade & Martin Vaz Is.","SA","19.00N","29.00W","11","15","A","11-15-45","PY0T,ZX0T,ZZ0T,ZV0T,ZW0T,ZY0T,PP0T,PQ0T,PR0T,PS0T,PT0T,PU0T,PV0T,PW0T,PX0T,PY0FE,PY0YS,PY0ZAA","",""
"273","PP0T","Trindade & Martin Vaz Is.","SA","19.00N","29.00W","11","15","A","11-15-45","PY0T,ZX0T,ZZ0T,ZV0T,ZW0T,ZY0T,PP0T,PQ0T,PR0T,PS0T,PT0T,PU0T,PV0T,PW0T,PX0T,PY0FE,PY0YS,PY0ZAA","",""
"273","PQ0T","Trindade & Martin Vaz Is.","SA","19.00N","29.00W","11","15","A","11-15-45","PY0T,ZX0T,ZZ0T,ZV0T,ZW0T,ZY0T,PP0T,PQ0T,PR0T,PS0T,PT0T,PU0T,PV0T,PW0T,PX0T,PY0FE,PY0YS,PY0ZAA","",""
"273","PR0T","Trindade & Martin Vaz Is.","SA","19.00N","29.00W","11","15","A","11-15-45","PY0T,ZX0T,ZZ0T,ZV0T,ZW0T,ZY0T,PP0T,PQ0T,PR0T,PS0T,PT0T,PU0T,PV0T,PW0T,PX0T,PY0FE,PY0YS,PY0ZAA","",""
"274","ZD9","Tristan da Cunha & Gough I.","AF","37.06S","12.18W","38","66","A","11-15-45","ZD9","",""
"275","YO","Romania","EU","44.24N","26.06E","20","20","A","11-15-45","YQ,YR,YO,YP","",""
"275","YQ","Romania","EU","44.24N","26.06E","20","20","A","11-15-45","YQ,YR,YO,YP","",""
"275","YR","Romania","EU","44.24N","26.06E","20","20","A","11-15-45","YQ,YR,YO,YP","",""
"275","YP","Romania","EU","44.24N","26.06E","20","20","A","11-15-45","YQ,YR,YO,YP","",""
"453","FR/N","Reunion I.","AF","21.00S","55.30E","39","53","A","06-25-60","FR","",""
"276","FR/T","Tromelin I.","AF","15.30S","54.5E","39","53","A","06-25-60","FR7CG","",""
"276","FR7","Tromelin I.","AF","15.30S","54.5E","39","53","A","06-25-60","FR7CG","",""
"277","FP","St. Pierre & Miquelon","NA","47.00N","56.30W","5","9","A","11-15-45","FP,TO0DX","",""
"278","T7","San Marino","EU","13.00N","8.00E","15","28","A","11-15-45","T7,M1,9A <  12-31-91","",""
"278","M1","San Marino","EU","13.00N","8.00E","15","28","A","11-15-45","T7,M1,9A <  12-31-91","",""
"279","GM","Scotland","EU","55.48N","4.18W","14","27","A","11-15-45","GM,GS,MM,MS,2S","",""
"279","GS","Scotland","EU","55.48N","4.18W","14","27","A","11-15-45","GM,GS,MM,MS,2S","",""
"279","MM","Scotland","EU","55.48N","4.18W","14","27","A","11-15-45","GM,GS,MM,MS,2S","",""
"279","MS","Scotland","EU","55.48N","4.18W","14","27","A","11-15-45","GM,GS,MM,MS,2S","",""
"279","2S","Scotland","EU","55.48N","4.18W","14","27","A","11-15-45","GM,GS,MM,MS,2S","",""
"280","EZ","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","UH","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","RH","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","U8H","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","R8H","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","EK8H","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","EM8H","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","EN8H","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","EO8H","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"280","ER8H","Turkmenistan","AS","38.00N","58.00E","17","30","A","11-15-45","UH,EZ > 01-01-94,RH,U8H,R8H,EK8H,EM8H,EN8H,EO8H,ER8H < 06-30-93,EX8H,EY8H,EZ8H,RK8H,UK8H","",""
"281","EA","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","EB","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","EC","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","ED","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","EE","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","EF","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","EG","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","EH","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","AM","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","AN","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"281","AO","Spain","EU","40.24N","3.42W","14","37","A","11-15-45","EA,EB,EC,ED,EF,EE,EH,EG,AM,AN,AO","",""
"282","T2","Tuvalu","OC","8.42S","178.36E","31","65","A","01-01-76","T2","",""
"283","ZC","UK Sov. Base Areas on Cyprus","AS","35.00N","33.00E","20","39","A","11-15-45","ZC,ZC4BS","",""
"284","SM","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SK","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SM","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SL","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SA","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SB","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SC","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SD","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SE","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SF","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SG","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SH","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SI","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","SJ","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","7S","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"284","8S","Sweden","EU","59.18N","18.06E","14","18","A","11-15-45","SM,SK,SL,7S,8S,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ","",""
"286","5X","Uganda","AF","1.00N","32.30E","37","48","A","11-15-45","5X","",""
"287","HB","Switzerland","EU","47.00N","7.96E","14","28","A","11-15-45","HB,HE","",""
"287","HE","Switzerland","EU","47.00N","7.96E","14","28","A","11-15-45","HB,HE","",""
"288","UR","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","UB","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","UX","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","RB","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","RY","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","UT","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","UY","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","U5","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","EK5","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","ER5","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","UU","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","EM","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"288","EN","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
